A,O,T,mac,meanlat,meanmac,meanwhak,minlat,n,p,perimeter,q,r,whak
1.445e14,1.732e6,271.2,125900.0,27.76,8.71e-10,5.147e-10,1.856,8,-3,6.943e7,1.912e-9,276300.0,74390.0
1.418e14,1.278e6,275.3,133100.0,-17.23,9.385e-10,1.02e-9,1.856,9,-3,8.098e7,3.028e-9,429400.0,144600.0
8.507e11,409200.0,225.9,111.2,87.16,1.307e-10,1.506e-13,87.16,9,-3,2.618e6,1.77e-10,150.5,0.1281
1.372e14,1.132e6,265.2,124000.0,-25.8,9.033e-10,7.902e-10,1.856,10,-3,9.529e7,2.821e-9,387000.0,108400.0
1.889e12,373700.0,250.4,3715.0,54.22,1.967e-9,5.872e-11,46.39,10,-3,7.0e6,6.394e-9,12080.0,110.9
8.507e11,409200.0,226.2,114.6,87.16,1.347e-10,1.591e-13,87.16,10,-3,2.618e6,1.83e-10,155.6,0.1354
1.055e12,368300.0,258.8,2839.0,-39.81,2.691e-9,1.538e-10,35.26,10,-3,5.039e6,9.455e-9,9975.0,162.3
8.507e11,409200.0,219.0,77.72,-87.16,9.136e-11,6.065e-14,87.16,11,-3,2.618e6,1.329e-10,113.1,0.05159
1.234e14,1.466e6,278.6,61620.0,-15.55,4.992e-10,3.577e-10,1.856,11,-3,6.658e7,1.124e-9,138800.0,44150.0
1.701e13,653700.0,234.8,12950.0,65.48,7.61e-10,2.324e-11,46.39,11,-3,2.003e7,2.836e-9,48240.0,395.4
8.507e11,409200.0,221.0,103.3,-87.16,1.215e-10,1.009e-13,87.16,12,-3,2.618e6,1.851e-10,157.5,0.0858
1.387e14,1.385e6,272.1,115500.0,24.83,8.329e-10,4.758e-10,1.856,12,-3,8.78e7,2.388e-9,331200.0,66000.0
8.507e11,409200.0,218.8,88.37,-87.16,1.039e-10,7.169e-14,87.16,13,-3,2.618e6,1.605e-10,136.5,0.06098
1.426e14,1.527e6,277.8,152300.0,20.74,1.068e-9,9.431e-10,1.856,13,-3,7.143e7,3.129e-9,446200.0,134500.0
8.507e11,409200.0,219.9,91.56,-87.16,1.076e-10,8.019e-14,87.16,14,-3,2.618e6,1.619e-10,137.7,0.06822
1.398e14,1.466e6,279.3,167400.0,16.45,1.197e-9,1.117e-9,1.856,14,-3,8.204e7,3.903e-9,545700.0,156100.0
8.507e11,409200.0,224.0,114.9,87.16,1.351e-10,1.393e-13,87.16,14,-3,2.618e6,1.954e-10,166.2,0.1185
1.35e14,897100.0,278.0,161500.0,-17.83,1.196e-9,1.549e-9,1.856,15,-3,1.211e8,4.416e-9,596300.0,209200.0
8.507e11,409200.0,227.3,124.4,87.16,1.463e-10,1.904e-13,87.16,15,-3,2.618e6,1.985e-10,168.9,0.1619
1.407e14,1.156e6,264.7,90330.0,-5.478,6.42e-10,4.271e-10,1.856,16,-3,9.764e7,1.614e-9,227100.0,60090.0
8.507e11,409200.0,222.5,93.04,87.16,1.094e-10,9.553e-14,87.16,16,-3,2.618e6,1.529e-10,130.1,0.08126
8.507e11,409200.0,217.3,77.29,-87.16,9.086e-11,5.475e-14,87.16,17,-3,2.618e6,1.399e-10,119.0,0.04657
1.411e14,1.398e6,269.3,177100.0,31.52,1.255e-9,1.021e-9,1.856,17,-3,7.913e7,4.008e-9,565800.0,144100.0
8.507e11,409200.0,215.7,63.45,-87.16,7.459e-11,3.792e-14,87.16,18,-3,2.618e6,1.118e-10,95.11,0.03226
1.305e14,1.033e6,276.0,139000.0,24.59,1.065e-9,6.66e-10,1.856,18,-3,9.44e7,2.595e-9,338800.0,86930.0
2.62e12,481200.0,292.0,2081.0,17.3,7.944e-10,5.271e-10,9.278,18,-3,8.109e6,1.416e-9,3710.0,1381.0
3.378e12,464100.0,236.9,866.5,-52.89,2.565e-10,2.212e-12,46.39,18,-3,8.55e6,5.46e-10,1844.0,7.472
8.507e11,409200.0,216.5,74.06,-87.16,8.707e-11,4.93e-14,87.16,19,-3,2.618e6,1.358e-10,115.6,0.04194
1.42e14,2.466e6,255.0,180400.0,41.79,1.27e-9,5.274e-10,1.856,19,-3,6.457e7,4.303e-9,611100.0,74900.0
8.507e11,409200.0,223.3,117.8,-87.16,1.385e-10,1.381e-13,87.16,20,-3,2.618e6,2.056e-10,174.9,0.1175
1.423e14,1.454e6,272.7,81780.0,22.2,5.745e-10,1.889e-10,1.856,20,-3,7.572e7,1.37e-9,195000.0,26880.0
8.507e11,409200.0,213.7,39.56,-87.16,4.65e-11,1.781e-14,87.16,21,-3,2.618e6,6.291e-11,53.51,0.01515
1.845e12,407700.0,262.7,2186.0,-33.85,1.185e-9,4.001e-11,27.83,21,-3,6.214e6,2.754e-9,5082.0,73.84
1.272e14,1.845e6,265.1,165900.0,32.65,1.305e-9,1.074e-9,1.856,21,-3,5.77e7,4.737e-9,602300.0,136500.0
1.591e13,681800.0,225.3,1695.0,-61.96,1.065e-10,1.697e-13,46.39,21,-3,2.286e7,1.39e-10,2212.0,2.701
1.402e14,1.465e6,278.8,177300.0,-20.95,1.265e-9,1.515e-9,1.856,22,-3,7.241e7,4.004e-9,561400.0,212400.0
8.507e11,409200.0,226.6,112.7,87.16,1.325e-10,1.601e-13,87.16,22,-3,2.618e6,1.775e-10,151.0,0.1362
1.486e12,421500.0,294.8,147.4,-15.8,9.917e-11,5.021e-11,9.278,22,-3,6.521e6,1.07e-10,159.0,74.61
8.507e11,409200.0,217.8,82.3,-87.16,9.675e-11,6.144e-14,87.16,23,-3,2.618e6,1.507e-10,128.2,0.05227
1.369e14,1.183e6,272.9,201500.0,27.3,1.472e-9,9.776e-10,1.856,23,-3,1.093e8,4.406e-9,603000.0,133800.0
8.507e11,409200.0,223.1,107.4,87.16,1.263e-10,1.204e-13,87.16,23,-3,2.618e6,1.82e-10,154.8,0.1024
8.507e11,409200.0,219.5,91.41,-87.16,1.075e-10,7.824e-14,87.16,24,-3,2.618e6,1.639e-10,139.4,0.06655
1.414e14,1.46e6,267.7,153500.0,29.82,1.086e-9,9.59e-10,1.856,24,-3,9.349e7,3.674e-9,519400.0,135600.0
8.507e11,409200.0,219.4,93.15,-87.16,1.095e-10,8.005e-14,87.16,25,-3,2.618e6,1.689e-10,143.7,0.06809
1.394e14,1.282e6,260.5,134000.0,33.21,9.608e-10,2.635e-10,1.856,25,-3,8.02e7,2.876e-9,401100.0,36740.0
1.406e14,1.722e6,267.5,125600.0,-34.48,8.929e-10,9.594e-10,1.856,26,-3,6.628e7,2.815e-9,395900.0,134900.0
8.507e11,409200.0,226.7,110.3,87.16,1.297e-10,1.566e-13,87.16,26,-3,2.618e6,1.726e-10,146.8,0.1332
4.793e12,508100.0,293.2,23540.0,-2.491,4.911e-9,2.138e-8,1.856,26,-3,1.244e7,6.034e-8,289200.0,102500.0
8.507e11,409200.0,220.5,96.81,-87.16,1.138e-10,8.937e-14,87.16,27,-3,2.618e6,1.719e-10,146.2,0.07602
1.412e14,1.284e6,265.6,122900.0,19.58,8.703e-10,5.259e-10,1.856,27,-3,9.148e7,2.59e-9,365800.0,74280.0
1.433e14,1.368e6,262.1,86840.0,-26.23,6.06e-10,4.475e-10,1.856,28,-3,7.835e7,1.678e-9,240500.0,64130.0
8.507e11,409200.0,226.5,114.3,87.16,1.343e-10,1.621e-13,87.16,28,-3,2.618e6,1.809e-10,153.8,0.1379
1.46e14,1.765e6,276.6,85030.0,-10.62,5.823e-10,5.144e-10,1.856,29,-3,6.22e7,1.64e-9,239500.0,75110.0
8.507e11,409200.0,227.4,120.4,87.16,1.416e-10,1.845e-13,87.16,29,-3,2.618e6,1.894e-10,161.1,0.1569
8.507e11,409200.0,221.4,103.1,-87.16,1.213e-10,1.031e-13,87.16,30,-3,2.618e6,1.828e-10,155.5,0.08773
8.507e11,409200.0,226.3,118.1,87.16,1.389e-10,1.673e-13,87.16,30,-3,2.618e6,1.895e-10,161.2,0.1423
1.412e14,1.67e6,280.3,88760.0,-15.11,6.288e-10,6.052e-10,1.856,30,-3,8.415e7,1.784e-9,251800.0,85430.0
8.507e11,409200.0,215.9,51.21,-87.16,6.02e-11,2.873e-14,87.16,31,-3,2.618e6,8.329e-11,70.85,0.02444
1.245e14,1.241e6,272.8,117900.0,-14.8,9.47e-10,7.819e-10,1.856,31,-3,8.409e7,2.568e-9,319800.0,97380.0
8.507e11,409200.0,225.3,103.5,87.16,1.217e-10,1.316e-13,87.16,31,-3,2.618e6,1.641e-10,139.6,0.112
5.388e12,359500.0,238.8,3073.0,-55.42,5.703e-10,1.507e-11,38.97,31,-3,1.563e7,1.568e-9,8449.0,81.19
5.657e12,477700.0,288.0,8025.0,22.34,1.419e-9,1.39e-9,9.278,31,-3,1.574e7,3.94e-9,22290.0,7863.0
1.379e14,1.383e6,264.3,96770.0,-26.78,7.017e-10,4.363e-10,1.856,32,-3,8.637e7,1.79e-9,246800.0,60170.0
8.507e11,409200.0,225.9,109.6,87.16,1.288e-10,1.477e-13,87.16,32,-3,2.618e6,1.737e-10,147.8,0.1257
1.098e12,405400.0,289.4,94.34,24.06,8.594e-11,2.233e-11,20.41,32,-3,4.773e6,9.267e-11,101.7,24.52
2.407e12,448000.0,291.8,896.3,-20.52,3.724e-10,1.623e-10,12.99,32,-3,8.026e6,4.322e-10,1040.0,390.5
8.507e11,409200.0,221.1,100.5,-87.16,1.181e-10,9.768e-14,87.16,33,-3,2.618e6,1.77e-10,150.5,0.08309
1.361e14,1.751e6,264.7,147900.0,27.48,1.087e-9,9.116e-10,1.856,33,-3,9.197e7,3.769e-9,512900.0,124100.0
2.53e11,306500.0,253.6,139.9,-42.68,5.53e-10,7.217e-12,42.68,33,-3,2.051e6,6.972e-10,176.4,1.826
3.331e12,486000.0,289.4,1074.0,21.74,3.224e-10,9.144e-11,12.99,33,-3,8.818e6,3.694e-10,1231.0,304.6
8.507e11,409200.0,221.3,100.5,-87.16,1.182e-10,9.882e-14,87.16,34,-3,2.618e6,1.759e-10,149.6,0.08406
1.411e14,1.751e6,280.4,113000.0,19.36,8.01e-10,5.687e-10,1.856,34,-3,6.177e7,2.237e-9,315700.0,80250.0
8.507e11,409200.0,225.1,113.6,87.16,1.335e-10,1.463e-13,87.16,34,-3,2.618e6,1.858e-10,158.0,0.1245
1.862e12,427100.0,294.8,3582.0,-9.58,1.923e-9,3.365e-9,1.856,34,-3,7.414e6,8.522e-9,15870.0,6266.0
8.619e11,346600.0,254.6,1076.0,-44.21,1.249e-9,4.074e-11,42.68,34,-3,4.042e6,3.403e-9,2933.0,35.11
8.507e11,409200.0,218.3,82.53,-87.16,9.702e-11,6.333e-14,87.16,35,-3,2.618e6,1.483e-10,126.1,0.05387
1.44e14,2.354e6,258.4,152000.0,36.88,1.055e-9,6.418e-10,1.856,35,-3,6.479e7,3.642e-9,524500.0,92430.0
8.278e10,200700.0,232.4,6.827,-61.23,8.247e-11,1.443e-13,61.23,35,-3,1.227e6,9.504e-11,7.868,0.01195
8.507e11,409200.0,217.6,73.34,-87.16,8.622e-11,5.148e-14,87.16,36,-3,2.618e6,1.284e-10,109.2,0.04379
1.401e14,1.557e6,259.5,138500.0,29.47,9.888e-10,3.246e-10,1.856,36,-3,8.581e7,2.784e-9,389900.0,45460.0
1.612e11,390800.0,290.4,188.0,20.41,1.166e-9,4.348e-10,20.41,36,-3,1.614e6,1.541e-9,248.4,70.11
1.269e14,1.295e6,257.1,91190.0,-42.58,7.189e-10,3.436e-10,1.856,37,-3,7.614e7,1.684e-9,213700.0,43590.0
8.507e11,409200.0,226.7,119.9,87.16,1.41e-10,1.747e-13,87.16,37,-3,2.618e6,1.916e-10,163.0,0.1486
2.56e12,424300.0,283.3,722.7,28.23,2.823e-10,3.073e-11,20.41,37,-3,8.624e6,4.27e-10,1093.0,78.69
1.04e13,499900.0,283.3,20210.0,23.19,1.944e-9,2.894e-9,1.856,37,-3,2.415e7,1.044e-8,108500.0,30080.0
8.507e11,409200.0,219.1,77.29,-87.16,9.086e-11,6.064e-14,87.16,38,-3,2.618e6,1.313e-10,111.7,0.05158
1.407e14,1.14e6,280.7,161100.0,-8.896,1.145e-9,1.096e-9,1.856,38,-3,1.02e8,3.097e-9,435900.0,154300.0
8.507e11,409200.0,227.0,117.9,87.16,1.386e-10,1.739e-13,87.16,38,-3,2.618e6,1.865e-10,158.6,0.148
1.187e11,287600.0,256.4,267.2,46.39,2.252e-9,7.796e-11,46.39,38,-3,1.404e6,5.886e-9,698.4,9.251
8.507e11,409200.0,218.8,71.87,-87.16,8.449e-11,5.398e-14,87.16,39,-3,2.618e6,1.2e-10,102.1,0.04592
8.507e11,409200.0,223.7,102.5,87.16,1.204e-10,1.171e-13,87.16,39,-3,2.618e6,1.681e-10,143.0,0.09957
6.542e11,334800.0,264.0,1594.0,-40.4,2.437e-9,1.477e-10,38.97,39,-3,3.564e6,5.865e-9,3837.0,96.64
1.368e14,1.09e6,265.7,86340.0,-7.873,6.311e-10,3.973e-10,1.856,39,-3,1.0e8,1.707e-9,233500.0,54360.0
8.507e11,409200.0,214.6,54.22,-87.16,6.374e-11,2.855e-14,87.16,40,-3,2.618e6,9.349e-11,79.53,0.02429
1.305e14,2.041e6,259.6,156800.0,39.0,1.202e-9,8.429e-10,1.856,40,-3,5.685e7,4.081e-9,532400.0,110000.0
5.975e11,362000.0,268.8,545.8,-29.65,9.135e-10,4.288e-11,27.83,40,-3,3.109e6,1.349e-9,806.2,25.62
1.086e13,705100.0,251.7,10120.0,-39.11,9.322e-10,3.834e-11,24.12,40,-3,1.577e7,2.253e-9,24460.0,416.3
